#SMILES Tg Molar_ratio Chemical_class Train_Katritzky Train_Epoxy Train_Global External_test
Cl[C:1](Cl)=O.Cc1cc(cc(C)c1[OH:1])C(C)(C)c1cc(C)c([OH:1])c(C)c1 473 0.5 14 no no yes no
Cl[C:1](Cl)=O.[OH:1]c1ccc(Cc2ccc([OH:1])cc2)cc1 420 0.5 14 no no yes no
Cl[C:1](Cl)=O.[OH:1]c1ccc(Sc2ccc([OH:1])cc2)cc1 388 0.5 14 no no yes no
Cl[C:1](Cl)=O.[OH:1]c1ccc(cc1)-c1ccccc1Cc1ccccc1-c1ccc([OH:1])cc1 548 0.5 14 no no yes no
Cl[C:1](Cl)=O.[OH:1]c1ccc(cc1)C(=C(Cl)Cl)c1ccc([OH:1])cc1 430 0.5 14 no no yes no
Cl[C:1](Cl)=O.[OH:1]c1ccc(cc1)C(c1ccc([OH:1])cc1)(C(F)(F)Cl)C(F)(F)Cl 457 0.5 14 no no yes no
Cl[C:1](Cl)=O.[OH:1]c1ccc(cc1)C(c1ccc([OH:1])cc1)(C(F)(F)F)C(F)(F)F 449 0.5 14 no no yes no
Cl[C:1](Cl)=O.[OH:1]c1ccc(cc1)C1(CC2CC1C1CCCC21)c1ccc([OH:1])cc1 520 0.5 14 no no yes no
Cl[C:1](Cl)=O.[OH:1]c1ccc(cc1)C1(CC2CCC1C2)c1ccc([OH:1])cc1 505 0.5 14 no no yes no
Cl[C:1](Cl)=O.[OH:1]c1ccc(cc1)C1(CCCC1)c1ccc([OH:1])cc1 440 0.5 14 no no yes no
Cl[C:1](Cl)=O.[OH:1]c1ccc(cc1)C1(CCCCC1)c1ccc([OH:1])cc1 444 0.5 14 no no yes no
Cl[CH2:1]C1[CH2:1]O1.CC(C)(c1ccc([OH:1])cc1)c1ccc([OH:1])cc1 373 0.5 8 no no yes no
Clc1ccc([CH:1]=[CH2:1])c(Cl)c1Cl.Clc1cc([CH:1]=[CH2:1])cc(Cl)c1Cl 418 0.5 3 no no yes no
FC1=C(F)C(=[CH2:1])C(F)=C(F)C1=[CH2:1].FC1=C(F)C(=[CH2:1])C(F)=C(F)C1=[CH2:1] 363 0.5 17 no no yes no
F[C:1](F)=[C:1](F)F.F[CH:1](F)[C:1]1(F)[CH:1](F)C1(F)F 390 0.5 6 no no yes no
F[C:1](F)=[C:1](F)c1c(F)c(F)c(F)c(F)c1F.F[C:1](F)=[C:1](F)c1c(F)c(F)c(F)c(F)c1F 467 0.5 6 no no yes no
O=[C:1]([CH2:1]c1ccccc1)c1ccc(cc1)-c1ccc(cc1)[C:1](=O)[CH2:1]c1ccccc1.[NH2:1]c1ccc(Oc2ccc([NH2:1])c(c2)[C:1](=O)c2ccccc2)cc1[C:1](=O)c1ccccc1 624 0.5 15 no no yes no
O=[C:1]([CH2:1]c1ccccc1)c1ccc(cc1)[C:1](=O)[CH2:1]c1ccccc1.[NH2:1]c1ccc(Oc2ccc([NH2:1])c(c2)[C:1](=O)c2ccccc2)cc1[C:1](=O)c1ccccc1 618 0.5 15 no no yes no
O=[C:1]([CH2:1]c1ccccc1)c1cccc(c1)[C:1](=O)[CH2:1]c1ccccc1.[NH2:1]c1ccccc1[C:1](=O)c1ccc(Oc2ccc(cc2)[C:1](=O)c2ccccc2[NH2:1])cc1 546 0.5 15 no no yes no
O=[C:1]1CCCCC[NH:1]1.O=[C:1]1CCCCC[NH:1]1 335 0.5 11 no no yes no
O=[C:1]1O[C:1](=O)c2cc3[C:1](=O)O[C:1](=O)c3cc12.[NH2:1]c1cccc(Oc2cccc(Oc3cccc([NH2:1])c3)c2)c1 494 0.5 12 no no yes no
O=[CH:1][C:1](=O)c1ccc(cc1)[C:1](=O)[CH:1]=O.[NH2:1]c1ccc(Oc2ccc([NH2:1])c([NH2:1])c2)cc1[NH2:1] 579 0.5 15 no no yes no
O=[CH:1][C:1](=O)c1ccc(cc1)[C:1](=O)[CH:1]=O.[NH2:1]c1ccc(cc1[NH2:1])-c1ccc([NH2:1])c([NH2:1])c1 649 0.5 15 no no yes no
O=[CH:1][C:1](=O)c1ccc(cc1)[C:1](=O)[CH:1]=O.[NH2:1]c1ccc(cc1[NH2:1])C(=O)c1ccc([NH2:1])c([NH2:1])c1 591 0.5 15 no no yes no
O=[CH:1][C:1](=O)c1ccc(cc1)[C:1](=O)[CH:1]=O.[NH2:1]c1ccc(cc1[NH2:1])S(=O)(=O)c1ccc([NH2:1])c([NH2:1])c1 615 0.5 15 no no yes no
O=[CH:1]c1ccc([CH:1]=O)cc1.[NH2:1]N=C([NH:1]c1ccccc1)c1cccc(c1)C([NH:1]c1ccccc1)=N[NH2:1] 543 0.5 15 no no yes no
OCCCO.OC(=O)c1cccc2c(cccc12)C(O)=O 344 0.5 10 no no yes no
O[C:1](=O)c1ccc(cc1)[C:1](O)=O.CC(C)(c1ccc([OH:1])cc1)c1ccc([OH:1])cc1 478 0.5 10 no no yes no
O[c:1]1cc(c([OH:1])c(c1)-c1ccccc1)-c1ccccc1.O[c:1]1cc(c([OH:1])c(c1)-c1ccccc1)-c1ccccc1 493 0.5 8 no no yes no
O[c:1]1cccc([OH:1])c1.O[c:1]1cccc([OH:1])c1 318 0.5 8 no no yes no
O[c:1]1cccc(c1)[Si:1]([OH:1])(c1ccccc1)c1ccccc1.O[c:1]1cccc(c1)[Si:1]([OH:1])(c1ccccc1)c1ccccc1 331 0.5 8 no no yes no
[CH2:1]=C1C=CC(=[CH2:1])C(=C1)C#N.[CH2:1]=C1C=CC(=[CH2:1])C(=C1)C#N 363 0.5 17 no no yes no
[CH2:1]=C1C=CC(=[CH2:1])C=C1.[CH2:1]=C1C=CC(=[CH2:1])C=C1 333 0.5 17 no no yes no
[CH2:1]=CC=[CH2:1].[CH2:1]=CC=[CH2:1] 171 0.5 7 no no yes no
[CH2:1]=[CH:1]N1CCCC1=O.[CH2:1]=[CH:1]N1CCCC1=O 418 0.5 4 no no yes no
[CH2:1]=[CH:1]c1ccccn1.[CH2:1]=[CH:1]c1ccccn1 377 0.5 2 no no yes no
[CH2:1]=[CH:1]c1ccncc1.[CH2:1]=[CH:1]c1ccncc1 415 0.5 2 no no yes no
[CH2:1]=[CH:1]n1c2ccccc2c2ccccc12.[CH2:1]=[CH:1]n1c2ccccc2c2ccccc12 423 0.5 4 no no yes no
[CH3:1][C:1](=O)c1ccc(Oc2ccc(cc2)[C:1]([CH3:1])=O)cc1.[NH2:1]c1ccc(Oc2ccc([NH2:1])c(c2)[C:1](=O)c2ccccc2)cc1[C:1](=O)c1ccccc1 539 0.5 15 no no yes no
[CH3:1][C:1](=O)c1ccc(Oc2ccc(cc2)[C:1]([CH3:1])=O)cc1.[NH2:1]c1ccccc1[C:1](=O)c1ccc(Oc2ccc(cc2)[C:1](=O)c2ccccc2[NH2:1])cc1 599 0.5 15 no no yes no
[CH3:1][C:1](=O)c1ccc(cc1)-c1ccc(cc1)[C:1]([CH3:1])=O.[NH2:1]c1ccc(Oc2ccc([NH2:1])c(c2)[C:1](=O)c2ccccc2)cc1[C:1](=O)c1ccccc1 581 0.5 15 no no yes no
[CH3:1][C:1](=O)c1ccc(cc1)[C:1]([CH3:1])=O.[NH2:1]c1ccc(Oc2ccc([NH2:1])c(c2)[C:1](=O)c2ccccc2)cc1[C:1](=O)c1ccccc1 573 0.5 15 no no yes no
[CH3:1][C:1](=O)c1cccc(c1)[C:1]([CH3:1])=O.[NH2:1]c1ccccc1[C:1](=O)c1ccc(Oc2ccc(cc2)[C:1](=O)c2ccccc2[NH2:1])cc1 541 0.5 15 no no yes no
[NH2:1]CCCCCC[NH2:1].O=[C:1]1O[C:1](=O)c2cc(Oc3ccc(Oc4ccc(Oc5ccc6[C:1](=O)O[C:1](=O)c6c5)cc4)cc3)ccc12 401 0.5 12 no no yes no
[NH2:1]c1cc([NH2:1])c([NH2:1])cc1[NH2:1].O=[C:1]([C:1](=O)c1ccc(cc1)[C:1](=O)[C:1](=O)c1ccccc1)c1ccccc1 668 0.5 15 no no yes no
[NH2:1]c1cc([NH2:1])c([NH2:1])cc1[NH2:1].O=[C:1]([C:1](=O)c1cccc(c1)[C:1](=O)[C:1](=O)c1ccccc1)c1ccccc1 668 0.5 15 no no yes no
[NH2:1]c1cc([NH2:1])c([NH2:1])cc1[NH2:1].O=[CH:1][C:1](=O)c1ccc(Oc2ccc(cc2)[C:1](=O)[CH:1]=O)cc1 626 0.5 15 no no yes no
[NH2:1]c1ccc(Oc2ccc([NH2:1])c(c2)[C:1](=O)c2ccccc2)cc1[C:1](=O)c1ccccc1.O=[C:1]([CH2:1]c1ccccc1)c1ccc(Oc2ccc(cc2)[C:1](=O)[CH2:1]c2ccccc2)cc1 578 0.5 15 no no yes no
[NH2:1]c1ccc(Oc2ccc([NH2:1])cc2)cc1.O=[C:1]1O[C:1](=O)c2cc3[C:1](=O)O[C:1](=O)c3cc12 672 0.5 12 no no yes no
[NH2:1]c1ccc(Oc2ccc([NH2:1])cc2)cc1.O[C:1](=O)c1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(cc1)[C:1](O)=O 593 0.5 11 no no yes no
[NH2:1]c1ccc([NH2:1])cc1.O=C(c1ccc2[C:1](=O)O[C:1](=O)c2c1)c1ccc2[C:1](=O)O[C:1](=O)c2c1 606 0.5 12 no no yes no
[NH2:1]c1ccc([NH2:1])cc1.O=[C:1]1O[C:1](=O)c2cc(Oc3ccc4[C:1](=O)O[C:1](=O)c4c3)ccc12 615 0.5 12 no no yes no
[NH2:1]c1ccc([NH2:1])cc1.O[C:1](=O)c1ccc2[C:1](=O)O[C:1](=O)c2c1 550 0.5 13 no no yes no
[NH2:1]c1ccc(cc1)C(=O)c1ccc([NH2:1])cc1.FC(F)(F)C(c1ccc2[C:1](=O)O[C:1](=O)c2c1)(c1ccc2[C:1](=O)O[C:1](=O)c2c1)C(F)(F)F 584 0.5 12 no no yes no
[NH2:1]c1ccc(cc1)C(=O)c1ccc([NH2:1])cc1.O=[C:1]1O[C:1](=O)c2cc(Oc3ccc(Sc4ccc(Oc5ccc6[C:1](=O)O[C:1](=O)c6c5)cc4)cc3)ccc12 494 0.5 12 no no yes no
[NH2:1]c1ccc(cc1)C(=O)c1ccc([NH2:1])cc1.O=[C:1]1O[C:1](=O)c2cc3[C:1](=O)O[C:1](=O)c3cc12 685 0.5 12 no no yes no
[NH2:1]c1ccc(cc1)C(=O)c1cccc([NH2:1])c1.FC(F)(F)C(c1ccc2[C:1](=O)O[C:1](=O)c2c1)(c1ccc2[C:1](=O)O[C:1](=O)c2c1)C(F)(F)F 561 0.5 12 no no yes no
[NH2:1]c1ccc(cc1)C(=O)c1cccc([NH2:1])c1.O=[C:1]1O[C:1](=O)c2cc(Oc3ccc(Sc4ccc(Oc5ccc6[C:1](=O)O[C:1](=O)c6c5)cc4)cc3)ccc12 486 0.5 12 no no yes no
[NH2:1]c1ccc(cc1)C(=O)c1ccccc1[NH2:1].FC(F)(F)C(c1ccc2[C:1](=O)O[C:1](=O)c2c1)(c1ccc2[C:1](=O)O[C:1](=O)c2c1)C(F)(F)F 562 0.5 12 no no yes no
[NH2:1]c1ccc(cc1)C(=O)c1ccccc1[NH2:1].O=[C:1]1O[C:1](=O)c2cc(Oc3ccc(Sc4ccc(Oc5ccc6[C:1](=O)O[C:1](=O)c6c5)cc4)cc3)ccc12 485 0.5 12 no no yes no
[NH2:1]c1ccc(cc1)C1(NC(=O)c2ccccc12)c1ccc([NH2:1])cc1.O[C:1](=O)c1ccc(cc1)C1(NC(=O)c2ccccc12)c1ccc(cc1)[C:1](O)=O 673 0.5 11 no no yes no
[NH2:1]c1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc([NH2:1])cc1.O[C:1](=O)c1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(cc1)[C:1](O)=O 658 0.5 11 no no yes no
[NH2:1]c1ccc(cc1[NH2:1])-c1ccc([NH2:1])c([NH2:1])c1.O=[C:1]([C:1](=O)c1ccc(cc1)[C:1](=O)[C:1](=O)c1ccccc1)c1ccccc1 645 0.5 15 no no yes no
[NH2:1]c1ccc(cc1[NH2:1])-c1ccc([NH2:1])c([NH2:1])c1.O=[CH:1][C:1](=O)c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)[C:1](=O)[CH:1]=O 578 0.5 15 no no yes no
[NH2:1]c1cccc([NH2:1])c1.CC(C)(c1ccc(Oc2ccc3[C:1](=O)O[C:1](=O)c3c2)cc1)c1ccc(Oc2ccc3[C:1](=O)O[C:1](=O)c3c2)cc1 493 0.5 12 no no yes no
[NH2:1]c1cccc([NH2:1])c1.O=C(c1ccc(Oc2ccc3[C:1](=O)O[C:1](=O)c3c2)cc1)c1ccc(Oc2ccc3[C:1](=O)O[C:1](=O)c3c2)cc1 512 0.5 12 no no yes no
[NH2:1]c1cccc([NH2:1])c1.O=[C:1]1O[C:1](=O)c2cc(Oc3ccc(Oc4ccc(Oc5ccc6[C:1](=O)O[C:1](=O)c6c5)cc4)cc3)ccc12 500 0.5 12 no no yes no
[NH2:1]c1cccc([NH2:1])c1.O=[C:1]1O[C:1](=O)c2cc(Oc3ccc(Sc4ccc(Oc5ccc6[C:1](=O)O[C:1](=O)c6c5)cc4)cc3)ccc12 482 0.5 12 no no yes no
[NH2:1]c1cccc([NH2:1])c1.O=[C:1]1O[C:1](=O)c2cc(Oc3ccc(cc3)-c3ccc(Oc4ccc5[C:1](=O)O[C:1](=O)c5c4)cc3)ccc12 520 0.5 12 no no yes no
[NH2:1]c1cccc(c1)C(=O)c1cccc([NH2:1])c1.FC(F)(F)C(c1ccc2[C:1](=O)O[C:1](=O)c2c1)(c1ccc2[C:1](=O)O[C:1](=O)c2c1)C(F)(F)F 533 0.5 12 no no yes no
[NH2:1]c1cccc(c1)C(=O)c1cccc([NH2:1])c1.O=C(c1ccc2[C:1](=O)O[C:1](=O)c2c1)c1ccc2[C:1](=O)O[C:1](=O)c2c1 513 0.5 12 no no yes no
[NH2:1]c1cccc(c1)C(=O)c1cccc([NH2:1])c1.O=[C:1]1O[C:1](=O)c2cc(Oc3ccc(Sc4ccc(Oc5ccc6[C:1](=O)O[C:1](=O)c6c5)cc4)cc3)ccc12 473 0.5 12 no no yes no
[NH2:1]c1ccccc1[C:1](=O)c1ccc(Oc2ccc(cc2)[C:1](=O)c2ccccc2[NH2:1])cc1.O=[C:1]([CH2:1]c1ccccc1)c1ccc(Oc2ccc(cc2)[C:1](=O)[CH2:1]c2ccccc2)cc1 618 0.5 15 no no yes no
[OH:1]C=[CH2:1].C[CH:1](O)O[CH:1]=[CH2:1] 355 0.5 4 no no yes no
[OH:1]C=[CH2:1].O[CH2:1]O[CH:1]=C 378 0.5 4 no no yes no
[OH:1]CCC1C=CC([OH:1])C=C1.O[C:1](=O)c1ccc(cc1)[C:1](O)=O 368 0.5 10 no no yes no
[OH:1]CCC[OH:1].O[C:1](=O)c1ccc([C:1](O)=O)c2ccccc12 337 0.5 10 no no yes no
[OH:1]CCC[OH:1].O[C:1](=O)c1ccc2c(cccc2c1)[C:1](O)=O 397 0.5 10 no no yes no
[OH:1]c1cc[cH:1]cc1.[OH:1]c1cc[cH:1]cc1 358 0.5 8 no no yes no
[OH:1]c1ccc(Oc2ccc(cc2)C(=O)c2cc[c:1](O)cc2)cc1.[OH:1]c1ccc(Oc2ccc(cc2)C(=O)c2cc[c:1](O)cc2)cc1 419 0.5 8 no no yes no
[OH:1]c1ccc(cc1)-c1ccc([OH:1])cc1.Br[c:1]1ccc(cc1)S(=O)(=O)c1cc[c:1](Br)cc1 493 0.5 8 no no yes no
[OH:1]c1ccc(cc1)-c1ccc([OH:1])cc1.O[C:1](=O)c1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(cc1)[C:1](O)=O 580 0.5 10 no no yes no
[OH:1]c1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc([OH:1])cc1.O[C:1](=O)c1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(cc1)[C:1](O)=O 583 0.5 10 no no yes no
[OH:1]c1ccc(cc1)S(=O)(=O)c1ccc([OH:1])cc1.Br[c:1]1ccc(cc1)S(=O)(=O)c1cc[c:1](Br)cc1 493 0.5 8 no no yes no
[OH:1]c1cccc([OH:1])c1.O[C:1](=O)c1cccc(c1)[C:1](O)=O 411 0.5 10 no no yes no
[SH:1]c1cc[cH:1]cc1.[SH:1]c1cc[cH:1]cc1 360 0.5 9 no no yes no
C(Oc1ccccc1)C1[CH2:1][O:1]1.C(Oc1ccccc1)C1[CH2:1][O:1]1 315 0.5 8 no no no yes
C=C[CH:1]=[CH2:1].C=C[CH:1]=[CH2:1] 269 0.5 2 no no no yes
CC(=[CH2:1])C=[CH2:1].CC(=[CH2:1])C=[CH2:1] 203 0.5 7 no no no yes
CC(C)(C)C(=[CH2:1])C=[CH2:1].CC(C)(C)C(=[CH2:1])C=[CH2:1] 293 0.5 7 no no no yes
CC(C)(C)c1ccc([CH:1]=[CH2:1])cc1.CC(C)(C)c1ccc([CH:1]=[CH2:1])cc1 402 0.5 3 no no no yes
CC(C)(c1ccc(C[OH:1])cc1)c1ccc(O[C:1](O)=O)c(Cl)c1.CC(C)(c1ccc(C[OH:1])cc1)c1ccc(O[C:1](O)=O)c(Cl)c1 419 0.5 14 no no no yes
CC(C)C(=[CH2:1])C=[CH2:1].CC(C)C(=[CH2:1])C=[CH2:1] 221 0.5 7 no no no yes
CC(C)CCC[CH:1]=[CH2:1].CC(C)CCC[CH:1]=[CH2:1] 239 0.5 2 no no no yes
CC(C)CCOc1ccc([CH:1]=[CH2:1])cc1.CC(C)CCOc1ccc([CH:1]=[CH2:1])cc1 330 0.5 3 no no no yes
CC(C)COC(=O)[C:1](C)=[CH2:1].CC(C)COC(=O)[C:1](C)=[CH2:1] 321 0.5 5 no no no yes
CC(C)COC(=O)[CH:1]=[CH2:1].CC(C)COC(=O)[CH:1]=[CH2:1] 249 0.5 5 no no no yes
CC(C)OC(=O)[C:1](Cl)=[CH2:1].CC(C)OC(=O)[C:1](Cl)=[CH2:1] 363 0.5 5 no no no yes
CC(C)c1ccc([CH:1]=[CH2:1])cc1.CC(C)c1ccc([CH:1]=[CH2:1])cc1 360 0.5 3 no no no yes
CC(O)COC(=O)[C:1](C)=[CH2:1].CC(O)COC(=O)[C:1](C)=[CH2:1] 349 0.5 5 no no no yes
CC1CC[O:1][C:1](=O)CC1.CC1CC[O:1][C:1](=O)CC1 220 0.5 10 no no no yes
CC1[CH2:1][O:1]1.CC1[CH2:1][O:1]1 206 0.5 8 no no no yes
CCC(=O)O[CH:1]=[CH2:1].CCC(=O)O[CH:1]=[CH2:1] 283 0.5 4 no no no yes
CCC(C)c1ccc([CH:1]=[CH2:1])cc1.CCC(C)c1ccc([CH:1]=[CH2:1])cc1 359 0.5 3 no no no yes
CCC(CC)COC(=O)[C:1](C)=[CH2:1].CCC(CC)COC(=O)[C:1](C)=[CH2:1] 284 0.5 5 no no no yes
CCCC(=O)O[CH:1]=[CH2:1].CCCC(=O)O[CH:1]=[CH2:1] 278 0.5 4 no no no yes
CCCC(=[CH2:1])C=[CH2:1].CCCC(=[CH2:1])C=[CH2:1] 196 0.5 7 no no no yes
CCCCC(=[CH2:1])C=[CH2:1].CCCCC(=[CH2:1])C=[CH2:1] 192 0.5 7 no no no yes
CCCCCC(C)OC(=O)[CH:1]=[CH2:1].CCCCCC(C)OC(=O)[CH:1]=[CH2:1] 235 0.5 5 no no no yes
CCCCCCC(C)OC(=O)[CH:1]=[CH2:1].CCCCCCC(C)OC(=O)[CH:1]=[CH2:1] 228 0.5 5 no no no yes
CCCCCCCCCCCCOC(=O)[C:1](C)=[CH2:1].CCCCCCCCCCCCOC(=O)[C:1](C)=[CH2:1] 218 0.5 5 no no no yes
CCCCCCCCOc1ccccc1[CH:1]=[CH2:1].CCCCCCCCOc1ccccc1[CH:1]=[CH2:1] 286 0.5 3 no no no yes
CCCCCCOCC1[CH2:1][O:1]1.CCCCCCOCC1[CH2:1][O:1]1 188 0.5 8 no no no yes
CCCCCCOCc1ccc([CH:1]=[CH2:1])cc1.CCCCCCOCc1ccc([CH:1]=[CH2:1])cc1 278 0.5 3 no no no yes
CCCCOCC1[CH2:1][O:1]1.CCCCOCC1[CH2:1][O:1]1 194 0.5 8 no no no yes
CCCCOc1ccc([CH:1]=[CH2:1])cc1.CCCCOc1ccc([CH:1]=[CH2:1])cc1 320 0.5 3 no no no yes
CCCOCc1ccc([CH:1]=[CH2:1])cc1.CCCOCc1ccc([CH:1]=[CH2:1])cc1 295 0.5 3 no no no yes
CCCOc1ccc([CH:1]=[CH2:1])cc1.CCCOc1ccc([CH:1]=[CH2:1])cc1 343 0.5 3 no no no yes
CCOc1ccc([CH:1]=[CH2:1])cc1.CCOc1ccc([CH:1]=[CH2:1])cc1 359 0.5 3 no no no yes
CCc1ccccc1[CH:1]=[CH2:1].CCc1ccccc1[CH:1]=[CH2:1] 376 0.5 3 no no no yes
COC(=O)[C:1](=[CH2:1])C#N.COC(=O)[C:1](=[CH2:1])C#N 433 0.5 5 no no no yes
COC(=O)c1ccc([CH:1]=[CH2:1])cc1.COC(=O)c1ccc([CH:1]=[CH2:1])cc1 386 0.5 3 no no no yes
COCC1[CH2:1][O:1]1.COCC1[CH2:1][O:1]1 211 0.5 8 no no no yes
COCc1ccc([CH:1]=[CH2:1])cc1.COCc1ccc([CH:1]=[CH2:1])cc1 350 0.5 3 no no no yes
COc1ccc([CH:1]=[CH2:1])c(C)c1.COc1ccc([CH:1]=[CH2:1])c(C)c1 363 0.5 3 no no no yes
COc1ccc([CH:1]=[CH2:1])cc1.COc1ccc([CH:1]=[CH2:1])cc1 362 0.5 3 no no no yes
C[C:1](=[CH2:1])C#N.C[C:1](=[CH2:1])C#N 393 0.5 6 no no no yes
C[C:1](=[CH2:1])C(=O)OC1CCCCC1.C[C:1](=[CH2:1])C(=O)OC1CCCCC1 377 0.5 5 no no no yes
C[C:1](=[CH2:1])C(=O)OCC(C)(C)C.C[C:1](=[CH2:1])C(=O)OCC(C)(C)C 306 0.5 5 no no no yes
C[C:1](=[CH2:1])C(=O)OCCO.C[C:1](=[CH2:1])C(=O)OCCO 359 0.5 5 no no no yes
C[C:1](=[CH2:1])c1ccc(C)cc1.C[C:1](=[CH2:1])c1ccc(C)cc1 394 0.5 3 no no no yes
Cc1cc(C)cc([CH:1]=[CH2:1])c1.Cc1cc(C)cc([CH:1]=[CH2:1])c1 377 0.5 3 no no no yes
Cc1cc(Cl)ccc1[CH:1]=[CH2:1].Cc1cc(Cl)ccc1[CH:1]=[CH2:1] 418 0.5 3 no no no yes
Cc1cc([CH:1]=[CH2:1])ccc1Cl.Cc1cc([CH:1]=[CH2:1])ccc1Cl 387 0.5 3 no no no yes
Cc1ccc(C)c([CH:1]=[CH2:1])c1.Cc1ccc(C)c([CH:1]=[CH2:1])c1 416 0.5 3 no no no yes
Cc1ccc(F)c([CH:1]=[CH2:1])c1.Cc1ccc(F)c([CH:1]=[CH2:1])c1 384 0.5 3 no no no yes
Cc1ccc([CH:1]=[CH2:1])c(C)c1.Cc1ccc([CH:1]=[CH2:1])c(C)c1 385 0.5 3 no no no yes
Cc1ccc([CH:1]=[CH2:1])cc1C.Cc1ccc([CH:1]=[CH2:1])cc1C 384 0.5 3 no no no yes
Cc1ccc(cc1[CH:1]=[CH2:1])C(C)(C)C.Cc1ccc(cc1[CH:1]=[CH2:1])C(C)(C)C 360 0.5 3 no no no yes
ClCC1(CCl)[CH2:1][O:1]1.ClCC1(CCl)[CH2:1][O:1]1 265 0.5 8 no no no yes
Cl[C:1](=[CH2:1])C(=O)OC1CCCCC1.Cl[C:1](=[CH2:1])C(=O)OC1CCCCC1 387 0.5 5 no no no yes
Clc1ccc(Cl)c([CH:1]=[CH2:1])c1.Clc1ccc(Cl)c([CH:1]=[CH2:1])c1 393 0.5 3 no no no yes
Clc1ccc([CH:1]=[CH2:1])c(Cl)c1.Clc1ccc([CH:1]=[CH2:1])c(Cl)c1 406 0.5 3 no no no yes
Clc1ccc([CH:1]=[CH2:1])cc1Cl.Clc1ccc([CH:1]=[CH2:1])cc1Cl 401 0.5 3 no no no yes
FC(F)(F)C(=O)O[CH:1]=[CH2:1].FC(F)(F)C(=O)O[CH:1]=[CH2:1] 319 0.5 4 no no no yes
F[C:1](F)=[C:1](F)C(F)(F)F.F[C:1](F)=[C:1](F)C(F)(F)F 425 0.5 6 no no no yes
F[C:1](F)=[C:1](F)c1ccccc1.F[C:1](F)=[C:1](F)c1ccccc1 475 0.5 3 no no no yes
F[CH:1]=[CH2:1].F[CH:1]=[CH2:1] 233 0.5 4 no no no yes
Fc1c(F)c(F)c([CH:1]=[CH2:1])c(F)c1F.Fc1c(F)c(F)c([CH:1]=[CH2:1])c(F)c1F 378 0.5 3 no no no yes
Fc1cc([CH:1]=[CH2:1])ccc1Cl.Fc1cc([CH:1]=[CH2:1])ccc1Cl 395 0.5 3 no no no yes
Fc1ccc(F)c([CH:1]=[CH2:1])c1.Fc1ccc(F)c([CH:1]=[CH2:1])c1 374 0.5 3 no no no yes
Fc1ccccc1[CH:1]=[CH2:1].Fc1ccccc1[CH:1]=[CH2:1] 378 0.5 3 no no no yes
O=[C:1]1CCCCC[O:1]1.O=[C:1]1CCCCC[O:1]1 213 0.5 10 no no no yes
OCc1ccc([CH:1]=[CH2:1])cc1.OCc1ccc([CH:1]=[CH2:1])cc1 413 0.5 3 no no no yes
OCc1cccc([CH:1]=[CH2:1])c1.OCc1cccc([CH:1]=[CH2:1])c1 398 0.5 3 no no no yes
OCc1ccccc1[CH:1]=[CH2:1].OCc1ccccc1[CH:1]=[CH2:1] 433 0.5 3 no no no yes
O[C:1](=O)CCCC[C:1](O)=O.[OH:1]CCCCCCCCCC[OH:1] 217 0.5 10 no no no yes
O[C:1](=O)CCC[C:1](O)=O.[NH2:1]c1cccc(OCC(O)COc2cccc([NH2:1])c2)c1 384 0.5 11 no no no yes
O[C:1](=O)c1ccc([OH:1])cc1.O[C:1](=O)c1ccc([OH:1])cc1 420 0.5 10 no no no yes
[CH2:1]=[CH:1]CCC1CCCCC1.[CH2:1]=[CH:1]CCC1CCCCC1 313 0.5 2 no no no yes
[CH2:1]=[CH:1]OC=O.[CH2:1]=[CH:1]OC=O 304 0.5 4 no no no yes
[CH2:1]=[CH:1]c1ccc(cc1)-c1ccccc1.[CH2:1]=[CH:1]c1ccc(cc1)-c1ccccc1 411 0.5 3 no no no yes
[CH2:1]=[CH:1]c1ccc2ccccc2c1.[CH2:1]=[CH:1]c1ccc2ccccc2c1 424 0.5 4 no no no yes
[CH2:1]=[CH:1]c1cccc2ccccc12.[CH2:1]=[CH:1]c1cccc2ccccc12 432 0.5 4 no no no yes
[NH2:1]CCCCCCCCCCC[C:1](O)=O.[NH2:1]CCCCCCCCCCC[C:1](O)=O 310 0.5 11 no no no yes
[NH2:1]CCCCCCCCCC[C:1](O)=O.[NH2:1]CCCCCCCCCC[C:1](O)=O 315 0.5 11 no no no yes
[NH2:1]CCCCCCCCCC[NH2:1].O[C:1](=O)CCCCCCCC[C:1](O)=O 319 0.5 11 no no no yes
[NH2:1]CCCCCCCCC[C:1](O)=O.[NH2:1]CCCCCCCCC[C:1](O)=O 316 0.5 11 no no no yes
[NH2:1]CCCCCCCC[C:1](O)=O.[NH2:1]CCCCCCCC[C:1](O)=O 324 0.5 11 no no no yes
[NH2:1]CCCCCCC[C:1](O)=O.[NH2:1]CCCCCCC[C:1](O)=O 324 0.5 11 no no no yes
[NH2:1]CCCCCC[C:1](O)=O.[NH2:1]CCCCCC[C:1](O)=O 330 0.5 11 no no no yes
